Filing Date,Docket Number,Regional Entity,Registered Entity,NCR ID (NERC Compliance Registry Identifier),Total Penalty ($) (The total penalty amount represents an aggregate amount for the filing; it does not represent an amount per violation.),NERC Violation ID,Reliability Standard,Req.,"Violation Risk Factor (Lower, Medium, High)","Risk Assessment (Minimal, Moderate, Serious)",Mitigation Completion Date,Notice of No Further Review Issued
3/31/2011,NP11-162-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,8000,TRE201000099,CIP-004-1,R4,Medium,,,X
3/31/2011,NP11-162-000,Texas RE,"NRG Texas Power, LLC",NCR10090,6000,TRE200900083,PRC-005-1,R1,High,,,X
3/31/2011,NP11-162-000,RF,The Detroit Edison Company,NCR00753,5000,RFC201000638,VAR-002-1,R3.1,Medium,,,X
3/31/2011,NP11-162-000,Texas RE,Brownsville Public Utility Board Silas Ray,NCR04021,5000,TRE201000103,PRC-005-1,R1,High,,,X
3/31/2011,NP11-162-000,Texas RE,Brownsville Public Utility Board Silas Ray,NCR04021,5000,TRE201000125,PRC-005-1,R2,High,,,X
3/31/2011,NP11-162-000,NPCC,Unidentified Registered Entity,NCRXXXXX,2500,NPCC201000178,CIP-004-2,R4.2,N/A,,,X
3/31/2011,NP11-162-000,NPCC,Unidentified Registered Entity,NCRXXXXX,2500,NPCC201000179,CIP-004-2,R4.2,N/A,,,X
3/31/2011,NP11-162-000,NPCC,Unidentified Registered Entity,NCRXXXXX,2500,NPCC201000180,CIP-004-2,R4.2,N/A,,,X
3/31/2011,NP11-162-000,SERC,Town of Sharpsburg,NCR01348,0,SERC201000722,CIP-001-1,R1,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Sharpsburg ,NCR01348,0,SERC201000723,CIP-001-1,R2,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Sharpsburg,NCR01348,0,SERC201000724,CIP-001-1,R3,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Sharpsburg,NCR01348,0,SERC201000725,CIP-001-1,R4,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Stantonsburg,NCR01349,0,SERC201000689,CIP-001-1,R1,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Stantonsburg,NCR01349,0,SERC201000690,CIP-001-1,R2,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Stantonsburg,NCR01349,0,SERC201000691,CIP-001-1,R3,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Stantonsburg,NCR01349,0,SERC201000692,CIP-001-1,R4,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Winterville,NCR01352,0,SERC201000693,CIP-001-1,R1,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Winterville,NCR01352,0,SERC201000694,CIP-001-1,R2,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Winterville,NCR01352,0,SERC201000695,CIP-001-1,R3,Medium,,,X
3/31/2011,NP11-162-000,SERC,Town of Winterville,NCR01352,0,SERC201000696,CIP-001-1,R4,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800627,FAC-003-1,R1,High,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800794,CIP-001-1,R2,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200801226,INT-006-1,R1,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200901322,INT-006-2,R1,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810387,PRC-004-1,R2,High,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800909,PRC-005-1,R1,High,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810389,PRC-005-1,R2,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200710135,TOP-002-2,R1,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800906,CIP-009-1,R1,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800796,CIP-001-1,R4,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800904,CIP-007-1,R1,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800905,CIP-008-1,R1,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200901327,FAC-014-1,R4,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800793,CIP-001-1,R1,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800795,CIP-001-1,R3,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800901,CIP-004-1,R2,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800902,CIP-004-1,R3,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800903,CIP-004-1,R4,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200901326,FAC-014-1,R2,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810379,EOP-005-1,R7,High,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800797,INT-006-1,R1,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810382,FAC-001-0,R2,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800908,COM-001-1,R2,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810381,FAC-001-0,R1,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810383,FAC-001-0,R3,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810384,FAC-008-1,R1,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810385,FAC-008-1,R2,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200810386,FAC-009-1,R1,Medium,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200800907,CIP-009-1,R2,Lower,,,X
3/30/2011,NP11-137-000,WECC,Unidentified Registered Entity,NCRXXXXX,106000,WECC200901328,FAC-014-1,R5,High,,,X
3/30/2011,NP11-159-000,WECC,"Nextera Energy Resources, LLC",NCR05163,60000,WECC200901639,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-159-000,WECC,"Nextera Energy Resources, LLC",NCR05163,60000,WECC200901723,FAC-001-0,R1,Medium,,,X
3/30/2011,NP11-159-000,WECC,"Nextera Energy Resources, LLC",NCR05163,60000,WECC200901725,FAC-001-0,R3,Medium,,,X
3/30/2011,NP11-159-000,WECC,"Nextera Energy Resources, LLC",NCR05163,60000,WECC200901724,FAC-001-0,R2,Medium,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900193,CIP-004-1,R3,Medium,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900266,CIP-008-1,R1,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900265,CIP-004-1,R4,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900191,CIP-004-1,R3,Medium,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900272,CIP-008-1,R1,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900271,CIP-004-1,R4,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900270,CIP-002-1,R3.2,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900269,CIP-008-1,R1,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900268,CIP-004-1,R4,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900264,CIP-002-1,R3.2,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900267,CIP-002-1,R3.2,Lower,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900129,CIP-004-1,R2.1,Medium,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900192,CIP-004-1,R3,Medium,,,X
3/30/2011,NP11-146-000,RF,Unidentified Registered Entities,"NCRXXXXX, NCRXXXXX, NCRXXXXX",52500,RFC200900130,CIP-004-1,R2.1,Medium,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200801185,CIP-008-1,R1,Lower,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200801706,CIP-007-1,R1,Lower,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200901423,CIP-004-1,R3,Medium,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200901259,CIP-001-1,R1,Medium,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200901491,CIP-007-1,R5,Lower,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200901644,CIP-006-1,R1,Lower,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200901260,CIP-001-1,R2,Medium,,,X
3/30/2011,NP11-161-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC200901625,CIP-004-1,R2,Lower,,,X
3/30/2011,NP11-160-000,NPCC,"Dartmouth Power Associates, LP",NCR02922,35000,NPCC200900109,TOP-003-0,R1,Medium,,,X
3/30/2011,NP11-160-000,NPCC,"Dartmouth Power Associates, LP",NCR02922,35000,NPCC200900108,TOP-002-2,R14,Medium,,,X
3/30/2011,NP11-147-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,31000,WECC201001876,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-147-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,31000,WECC201002021,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901646,CIP-004-1,R2,Medium,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901647,CIP-004-1,R3,Lower,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901634,CIP-004-1,R4,Lower,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901649,CIP-003-1,R2,Lower,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901636,CIP-007-1,R4,Medium,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901648,CIP-003-1,R1,Lower,,,X
3/30/2011,NP11-140-000,WECC,Unidentified Registered Entity,NCRXXXXX,27000,WECC200901635,CIP-007-1,R1,Medium,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901469,TPL-004-0,R1,Medium,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901461,TPL-001-0,R2,Medium,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901460,TPL-001-0,R1,High,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901463,TPL-002-0,R1,High,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901464,TPL-002-0,R2,Medium,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901466,TPL-003-0,R1,High,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901778,PRC-007-0,R1,Medium,,,X
3/30/2011,NP11-135-000,WECC,Public Utility District No. 1 of Snohomish ,NCR05335,26000,WECC200901467,TPL-003-0,R2,Medium,,,X
3/30/2011,NP11-151-000,WECC,"Public Utility District No. 2 of Grant County, ",NCR05342,25100,WECC201002063,PRC-023-1,R1,High,,,X
3/30/2011,NP11-153-000,RF,"Exelon Generation Company, LLC - Exelon ",NCR00778,25000,RFC201000321,VAR-002-1,R2,Medium,,,X
3/30/2011,NP11-148-000,WECC,Imperial Irrigation District,NCR05195,23223,WECC201002053,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-148-000,WECC,Imperial Irrigation District,NCR05195,23223,WECC201001815,PRC-STD-005-1,WR1,N/A,,,X
3/30/2011,NP11-149-000,RF,Unidentified Registered Entity,NCRXXXXX,20000,RFC200900184,CIP-006-1,R4,Medium,,,X
3/30/2011,NP11-149-000,RF,Unidentified Registered Entity,NCRXXXXX,20000,RFC200900183,CIP-006-1,R1.6,Medium,,,X
3/30/2011,NP11-158-000,RF,PSEG Fossil LLC,NCR00893,15000,RFC201000390,VAR-002-1,R1,Medium,,,X
3/30/2011,NP11-136-000,WECC,Unidentified Registered Entity,NCRXXXXX,14500,WECC200901642,CIP-002-1,R2,High,,,X
3/30/2011,NP11-136-000,WECC,Unidentified Registered Entity,NCRXXXXX,14500,WECC200901643,CIP-008-1,R1,Lower,,,X
3/30/2011,NP11-136-000,WECC,Unidentified Registered Entity,NCRXXXXX,14500,WECC200901698,CIP-007-1,R6,Lower,,,X
3/30/2011,NP11-145-000,WECC,Unidentified Registered Entity,NCRXXXXX,13000,WECC200901677,CIP-003-1,R1,Lower,,,X
3/30/2011,NP11-145-000,WECC,Unidentified Registered Entity,NCRXXXXX,13000,WECC200901678,CIP-006-1,R1,Lower,,,X
3/30/2011,NP11-145-000,WECC,Unidentified Registered Entity,NCRXXXXX,13000,WECC200901679,CIP-007-1,R1,Medium,,,X
3/30/2011,NP11-156-000,SERC,Unidentified Registered Entity,NCRXXXXX,12500,SERC200900350,CIP-006-1,R4,Lower,,,X
3/30/2011,NP11-156-000,SERC,Unidentified Registered Entity,NCRXXXXX,12500,SERC200900348,CIP-006-1,R2,Medium,,,X
3/30/2011,NP11-156-000,SERC,Unidentified Registered Entity,NCRXXXXX,12500,SERC200900349,CIP-006-1,R3,Medium,,,X
3/30/2011,NP11-154-000,WECC,California Department of Water Resources,NCR05047,11900,WECC201002044,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-142-000,WECC,Tillamook People's Utility District,NCR05427,7500,WECC201001872,PRC-005-1,R1,High,,,X
3/30/2011,NP11-142-000,WECC,Tillamook People's Utility District,NCR05427,7500,WECC201001873,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-157-000,SERC,Unidentified Registered Entity,NCRXXXXX,7000,SERC200900337,CIP-004-1,R2.3,Lower,,,X
3/30/2011,NP11-157-000,SERC,Unidentified Registered Entity,NCRXXXXX,7000,SERC200900338,CIP-004-1,R3,Lower,,,X
3/30/2011,NP11-144-000,WECC,City of McMinnville,NCR05088,6000,WECC201001837,PRC-008-0,R1,Medium,,,X
3/30/2011,NP11-144-000,WECC,City of McMinnville,NCR05088,6000,WECC201001838,PRC-008-0,R2,Medium,,,X
3/30/2011,NP11-143-000,SERC,Unidentified Registered Entity,NCRXXXXX,5000,SERC200900299,CIP-004-1,R2.3,Lower,,,X
3/30/2011,NP11-143-000,SERC,Unidentified Registered Entity,NCRXXXXX,5000,SERC200900303,CIP-004-1,R2.1,Medium,,,X
3/30/2011,NP11-152-000,MRO,Calpine Energy Services,NCR00007,4000,MRO201000191,VAR-002-1,R1,Medium,,,X
3/30/2011,NP11-134-000,FRCC,Ft. Pierce Utilities Authority,NCR00027,2800,FRCC200900175,PRC-005-1,R2.1,High,,,X
3/30/2011,NP11-134-000,FRCC,Ft. Pierce Utilities Authority,NCR00027,2800,FRCC200900181,FAC-008-1,R1,Medium,,,X
3/30/2011,NP11-155-000,WECC,Unidentified Registered Entity,NCRXXXXX,2000,WECC200901705,CIP-003-1,R2,Lower,,,X
3/30/2011,NP11-150-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000157,CIP-006-1,R1,Lower,,,X
3/30/2011,NP11-141-000,WECC,City of Anaheim,NCR05067,0,WECC201002023,IRO-STD-006-0,WR1,N/A,,,X
3/30/2011,NP11-139-000,WECC,"Dynegy Arlington Valley, LLC",NCR05135,0,WECC200700439,PER-002-0,R3,Medium,,,X
3/30/2011,NP11-138-000,WECC,El Paso Electric Company,NCR05140,0,WECC201001963,TOP-STD-007-0,WR1,N/A,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800757,PRC-008-0,R2,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800755,PRC-007-0,R3,Lower,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800756,PRC-008-0,R1,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200801307,VAR-002-1,R2,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800745,CIP-001-1,R1,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800754,PRC-007-0,R2,Lower,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800752,PRC-005-1,R2,High,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800751,PRC-005-1,R1,High,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800748,CIP-001-1,R4,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800747,CIP-001-1,R3,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200800746,CIP-001-1,R2,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200801306,VAR-002-1,R1,Medium,,,X
2/28/2011,NP11-130-000,WECC,Silicon Valley Power,NCR05392,94000,WECC200801148,FAC-008-1,R1,Medium,,,X
2/28/2011,NP11-132-000,FRCC,Tampa Electric Company,NCR00074,46000,FRCC200900259,PRC-008-0,R2,Medium,,,X
2/28/2011,NP11-132-000,FRCC,Tampa Electric Company,NCR00074,46000,FRCC200900227,BAL-005-0.1b,R11,Medium,,,X
2/28/2011,NP11-132-000,FRCC,Tampa Electric Company,NCR00074,46000,FRCC200900187,TOP-004-2,R1,High,,,X
2/28/2011,NP11-129-000,FRCC,"Vandolah Power Company, LLC",NCR00078,23000,FRCC200900150,FAC-008-1,R1,Medium,,,X
2/28/2011,NP11-129-000,FRCC,"Vandolah Power Company, LLC",NCR00078,23000,FRCC200900152,PRC-005-1,R1,High,,,X
2/28/2011,NP11-129-000,FRCC,"Vandolah Power Company, LLC",NCR00078,23000,FRCC200900151,PRC-004-1,R2,High,,,X
2/28/2011,NP11-133-000,Texas RE,GEUS,NCR04075,12000,TRE201000095,FAC-008-1,R1,Lower,,,X
2/28/2011,NP11-133-000,Texas RE,GEUS,NCR04075,12000,TRE201000094,PRC-005-1,R1,High,,,X
2/28/2011,NP11-133-000,RF,NAES Corporation - Covert,NCR10296,10000,RFC201000656,VAR-002-1,R1,Medium,,,X
2/28/2011,NP11-133-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,9000,TRE201000096,CIP-004-1,R4,Medium,,,X
2/28/2011,NP11-133-000,NPCC,Public Service Company of New Hampshire,NCR07203,7500,NPCC200900116,TOP-005-1,R3,Medium,,,X
2/28/2011,NP11-131-000,WECC,Pacific Gas and Electric Company,NCR05299,7000,WECC201001969,VAR-002-1,R3,Medium,,,X
2/28/2011,NP11-133-000,FRCC,City of Clewiston,NCR00014,4500,FRCC201000408,FAC-008-1,R1,Medium,,,X
2/28/2011,NP11-133-000,FRCC,City of Clewiston,NCR00014,4500,FRCC200910007,PRC-005-1,R1,High,,,X
2/28/2011,NP11-133-000,FRCC,City of Clewiston,NCR00014,4500,FRCC201000395,PRC-005-1,R2,High,,,X
2/28/2011,NP11-133-000,SPP RE,NewCorp Electric Resources Cooperative,NCR06052,4500,SPP201000341,FAC-001-0,"R1 (R1.2, R1.3)",Medium,,,X
2/28/2011,NP11-133-000,SPP RE,NewCorp Electric Resources Cooperative ,NCR06052,4500,SPP201000342,FAC-009-1,R1,Medium,,,X
2/28/2011,NP11-133-000,Texas RE,"Optim Energy Twin Oaks, LP",NCR04005,4000,TRE201000107,PRC-005-1,R1,High,,,X
2/28/2011,NP11-133-000,NPCC,Unidentified Registered Entity,NCRXXXXX,2500,NPCC201000159,CIP-004-1,R4.2,Medium,,,X
2/28/2011,NP11-133-000,FRCC,Pasco County Resource Recovery,NCR00058,1800,FRCC200700065,PRC-005-1,R1,High,,,X
2/28/2011,NP11-133-000,MRO,Central Iowa Power Cooperative,NCR00970,0,MRO201000165,PRC-008-0,R1,Medium,,,X
2/28/2011,NP11-133-000,MRO,LSP-Cottage Grove,NCR10022,0,MRO201000207,PRC-005-1,R2,High,,,X
2/28/2011,NP11-133-000,MRO,Muscatine Power and Water,NCR00967,0,MRO201000194,PRC-005-1,R2,High,,,X
2/28/2011,NP11-133-000,MRO,NorthWestern Energy,NCR01021,0,MRO201000212,PRC-008-0,R1,Medium,,,X
2/28/2011,NP11-133-000,MRO,Otter Tail Power Company,NCR01023,0,MRO201000159,PRC-008-0,R2,Medium,,,X
2/28/2011,NP11-133-000,MRO,Rochester Public Utilities,NCR01027,0,MRO201000145,FAC-001-0,R1,Medium,,,X
2/28/2011,NP11-133-000,MRO,Rochester Public Utilities,NCR01027,0,MRO201000149,PRC-008-0,R1,Medium,,,X
2/28/2011,NP11-133-000,NPCC,Montville Power LLC,NCR07150,0,NPCC201000155,PRC-005-1,R2.1,High,,,X
2/28/2011,NP11-133-000,SPP RE,City of Alexandria,NCR01068,0,SPP201000336,FAC-003-1,R1,High,,,X
2/28/2011,NP11-133-000,SPP RE,City of Alexandria ,NCR01068,0,SPP201000337,FAC-003-1,R2,High,,,X
2/28/2011,NP11-133-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000213,CIP-006-1 ,R1.8,Lower,,,X
2/28/2011,NP11-133-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000225,CIP-007-1,R6,Medium,,,X
2/28/2011,NP11-133-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,0,SPP200900183,CIP-006-1,R1.1,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800695,FAC-003-1,R1,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800690,EOP-001-0,R7,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200700545,VAR-001-1,R1,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800667,TOP-004-1,R6,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800688,BAL-006-1,R4,Lower,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800912,CIP-003-1,R3,Lower,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800694,EOP-008-0,R1,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800714,EOP-005-1,R1,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800917,CIP-008-1,R1,Lower,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800696,INT-003-2,R1,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800698,PER-002-0,R3,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800700,TOP-002-2,R4,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800701,TOP-002-2,R11,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800703,TOP-002-2,R17,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800705,VAR-001-1,R2,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800693,EOP-003-1,R7,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800715,EOP-005-1,R2,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800919,CIP-009-1,R2,Lower,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800716,EOP-005-1,R3,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800911,CIP-003-1,R1,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800913,CIP-004-1,R2,Lower,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800914,CIP-004-1,R3,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800689,EOP-001-0,R5,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800916,CIP-007-1,R1,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800697,PER-002-0,R2,High,,,X
